; index, empty, ペパーミント, ほうじ茶, 紅茶, ;
0,16.162,13.916,14.115,15.196,;
1,16.109,13.807,14.002,15.11,;
2,13.628,11.982,12.257,12.97,;
3,13.721,12.524,12.473,13.127,;
4,13.768,12.731,12.523,13.188,;
5,16.372,14.938,14.625,15.561,;
6,16.283,14.649,14.407,15.41,;
7,18.444,17.22,16.872,18.15,;
8,18.444,16.814,16.735,18.071,;
9,18.444,16.484,16.632,18,;
0,16.159,13.913,14.106,15.202,;
1,16.109,13.802,13.997,15.111,;
2,13.625,11.987,12.257,12.967,;
3,13.726,12.528,12.475,13.124,;
4,13.775,12.732,12.529,13.192,;
5,16.38,14.947,14.63,15.557,;
6,16.284,14.64,14.404,15.408,;
7,18.444,17.219,16.874,18.142,;
8,18.444,16.816,16.735,18.066,;
9,18.444,16.503,16.635,18.006,;
0,16.154,13.913,14.106,15.212,;
1,16.107,13.802,14.003,15.104,;
2,13.63,11.986,12.26,12.967,;
3,13.717,12.524,12.473,13.122,;
4,13.773,12.732,12.524,13.19,;
5,16.375,14.913,14.622,15.568,;
6,16.277,14.65,14.409,15.412,;
7,18.444,17.223,16.877,18.147,;
8,18.444,16.802,16.742,18.073,;
9,18.444,16.487,16.635,18.004,;
0,16.157,13.925,14.111,15.213,;
1,16.109,13.799,14,15.11,;
2,13.629,11.985,12.259,12.974,;
3,13.723,12.526,12.476,13.124,;
4,13.767,12.734,12.527,13.192,;
5,16.38,14.951,14.622,15.564,;
6,16.283,14.643,14.407,15.414,;
7,18.444,17.23,16.878,18.153,;
8,18.444,16.822,16.737,18.07,;
9,18.444,16.487,16.641,17.999,;
0,16.162,13.916,14.112,15.208,;
1,16.11,13.806,14.011,15.112,;
2,13.628,11.986,12.259,12.97,;
3,13.72,12.523,12.474,13.121,;
4,13.774,12.73,12.526,13.193,;
5,16.373,14.941,14.631,15.563,;
6,16.277,14.658,14.406,15.408,;
7,18.444,17.229,16.878,18.152,;
8,18.444,16.819,16.741,18.066,;
9,18.444,16.494,16.635,18.004,;
0,16.158,13.92,14.112,15.206,;
1,16.112,13.813,14.004,15.105,;
2,13.63,11.986,12.259,12.973,;
3,13.715,12.528,12.476,13.12,;
4,13.773,12.733,12.525,13.197,;
5,16.369,14.944,14.619,15.558,;
6,16.28,14.66,14.406,15.417,;
7,18.444,17.222,16.871,18.143,;
8,18.444,16.819,16.741,18.069,;
9,18.444,16.504,16.632,18.003,;
0,16.156,13.92,14.109,15.205,;
1,16.11,13.804,13.998,15.111,;
2,13.626,11.988,12.262,12.971,;
3,13.726,12.528,12.475,13.127,;
4,13.774,12.731,12.529,13.191,;
5,16.37,14.953,14.624,15.561,;
6,16.279,14.66,14.408,15.412,;
7,18.444,17.231,16.878,18.144,;
8,18.444,16.827,16.746,18.064,;
9,18.444,16.494,16.635,18.001,;
0,16.156,13.919,14.118,15.203,;
1,16.107,13.807,14.003,15.108,;
2,13.63,11.992,12.259,12.969,;
3,13.726,12.53,12.47,13.123,;
4,13.771,12.735,12.526,13.19,;
5,16.369,14.95,14.625,15.562,;
6,16.277,14.655,14.403,15.408,;
7,18.444,17.227,16.872,18.15,;
8,18.444,16.828,16.735,18.074,;
9,18.444,16.496,16.638,18.006,;
0,16.155,13.929,14.108,15.207,;
1,16.112,13.807,14.001,15.108,;
2,13.62,11.988,12.261,12.967,;
3,13.723,12.533,12.471,13.125,;
4,13.774,12.733,12.529,13.191,;
5,16.373,14.944,14.628,15.568,;
6,16.28,14.652,14.406,15.409,;
7,18.444,17.231,16.877,18.148,;
8,18.444,16.814,16.746,18.075,;
9,18.444,16.492,16.633,18.006,;
0,16.156,13.919,14.112,15.207,;
1,16.11,13.81,14.011,15.117,;
2,13.622,11.991,12.259,12.971,;
3,13.727,12.528,12.475,13.124,;
4,13.776,12.735,12.535,13.191,;
5,16.37,14.94,14.628,15.555,;
6,16.284,14.655,14.404,15.411,;
7,18.444,17.228,16.882,18.147,;
8,18.444,16.821,16.751,18.07,;
9,18.444,16.5,16.635,18.003,;
0,16.156,13.925,14.118,15.208,;
1,16.116,13.812,14.006,15.104,;
2,13.626,11.99,12.259,12.969,;
3,13.717,12.529,12.479,13.127,;
4,13.773,12.738,12.534,13.194,;
5,16.378,14.948,14.632,15.566,;
6,16.284,14.663,14.412,15.427,;
7,18.444,17.237,16.886,18.154,;
8,18.444,16.823,16.746,18.073,;
9,18.444,16.498,16.652,18,;
0,16.158,13.921,14.115,15.214,;
1,16.113,13.811,14.008,15.11,;
2,13.62,11.996,12.264,12.97,;
3,13.721,12.532,12.473,13.125,;
4,13.768,12.737,12.529,13.193,;
5,16.37,14.952,14.632,15.56,;
6,16.28,14.659,14.411,15.42,;
7,18.444,17.234,16.877,18.152,;
8,18.444,16.821,16.741,18.072,;
9,18.444,16.506,16.639,18.006,;
0,16.156,13.929,14.124,15.205,;
1,16.111,13.803,14.008,15.114,;
2,13.624,11.996,12.261,12.972,;
3,13.719,12.532,12.477,13.126,;
4,13.772,12.738,12.534,13.192,;
5,16.375,14.945,14.632,15.583,;
6,16.284,14.655,14.406,15.431,;
7,18.444,17.235,16.878,18.154,;
8,18.444,16.832,16.746,18.07,;
9,18.444,16.49,16.642,18.005,;
0,16.156,13.925,14.12,15.203,;
1,16.116,13.821,14.013,15.108,;
2,13.624,11.996,12.262,12.973,;
3,13.718,12.531,12.474,13.128,;
4,13.777,12.729,12.533,13.19,;
5,16.38,14.949,14.632,15.559,;
6,16.282,14.659,14.41,15.413,;
7,18.444,17.238,16.879,18.169,;
8,18.444,16.835,16.746,18.07,;
9,18.444,16.5,16.642,18.009,;
0,16.161,13.938,14.114,15.203,;
1,16.113,13.816,14.009,15.108,;
2,13.626,12,12.264,12.969,;
3,13.721,12.533,12.482,13.121,;
4,13.773,12.738,12.53,13.187,;
5,16.38,14.95,14.63,15.569,;
6,16.286,14.659,14.408,15.407,;
7,18.444,17.234,16.878,18.147,;
8,18.444,16.833,16.75,18.066,;
9,18.444,16.508,16.644,18.006,;
0,16.155,13.93,14.12,15.209,;
1,16.11,13.816,14.011,15.112,;
2,13.624,11.996,12.262,12.968,;
3,13.723,12.533,12.475,13.125,;
4,13.77,12.74,12.531,13.188,;
5,16.375,14.957,14.632,15.556,;
6,16.286,14.664,14.406,15.41,;
7,18.444,17.233,16.875,18.145,;
8,18.444,16.819,16.752,18.076,;
9,18.444,16.51,16.643,18.012,;
0,16.165,13.93,14.116,15.206,;
1,16.111,13.823,14.003,15.111,;
2,13.629,11.994,12.264,12.972,;
3,13.723,12.533,12.473,13.125,;
4,13.768,12.741,12.534,13.194,;
5,16.376,14.949,14.634,15.561,;
6,16.279,14.659,14.414,15.414,;
7,18.444,17.239,16.883,18.16,;
8,18.444,16.843,16.745,18.076,;
9,18.444,16.511,16.647,18.006,;
0,16.163,13.935,14.115,15.208,;
1,16.111,13.813,14.007,15.115,;
2,13.634,11.998,12.264,12.969,;
3,13.724,12.533,12.476,13.13,;
4,13.766,12.742,12.531,13.191,;
5,16.379,14.953,14.623,15.562,;
6,16.284,14.653,14.41,15.408,;
7,18.444,17.24,16.881,18.154,;
8,18.444,16.829,16.753,18.068,;
9,18.444,16.507,16.647,18,;
0,16.163,13.94,14.122,15.2,;
1,16.113,13.826,14.01,15.115,;
2,13.628,11.997,12.259,12.974,;
3,13.726,12.534,12.48,13.127,;
4,13.77,12.741,12.535,13.191,;
5,16.379,14.951,14.632,15.569,;
6,16.283,14.665,14.414,15.409,;
7,18.444,17.242,16.881,18.145,;
8,18.444,16.823,16.752,18.074,;
9,18.444,16.511,16.649,18.013,;
0,16.162,13.934,14.121,15.21,;
1,16.106,13.816,14.007,15.11,;
2,13.623,11.997,12.264,12.972,;
3,13.727,12.529,12.477,13.126,;
4,13.781,12.738,12.535,13.191,;
5,16.379,14.958,14.637,15.56,;
6,16.283,14.656,14.408,15.405,;
7,18.444,17.238,16.889,18.148,;
8,18.444,16.831,16.755,18.07,;
9,18.444,16.509,16.649,18.004,;
0,16.16,13.932,14.122,15.2,;
1,16.111,13.823,14.012,15.112,;
2,13.631,11.996,12.262,12.97,;
3,13.722,12.533,12.474,13.125,;
4,13.771,12.741,12.529,13.193,;
5,16.369,14.956,14.633,15.567,;
6,16.284,14.674,14.413,15.42,;
7,18.444,17.239,16.886,18.15,;
8,18.444,16.842,16.757,18.076,;
9,18.444,16.505,16.649,18.002,;
0,16.163,13.932,14.123,15.21,;
1,16.117,13.816,14.003,15.114,;
2,13.624,12.001,12.261,12.967,;
3,13.717,12.534,12.478,13.127,;
4,13.778,12.731,12.528,13.191,;
5,16.379,14.953,14.629,15.568,;
6,16.284,14.676,14.416,15.411,;
7,18.444,17.249,16.886,18.163,;
8,18.444,16.843,16.753,18.078,;
9,18.444,16.523,16.652,18.01,;
0,16.163,13.939,14.115,15.209,;
1,16.116,13.826,14.013,15.116,;
2,13.632,12.001,12.267,12.971,;
3,13.724,12.537,12.48,13.122,;
4,13.773,12.738,12.536,13.194,;
5,16.377,14.961,14.628,15.56,;
6,16.275,14.665,14.408,15.409,;
7,18.444,17.247,16.878,18.15,;
8,18.444,16.84,16.757,18.07,;
9,18.444,16.509,16.647,18.008,;
0,16.166,13.944,14.124,15.205,;
1,16.11,13.818,14.021,15.114,;
2,13.634,11.999,12.267,12.972,;
3,13.73,12.537,12.479,13.121,;
4,13.769,12.74,12.537,13.194,;
5,16.38,14.96,14.634,15.567,;
6,16.29,14.664,14.417,15.415,;
7,18.444,17.251,16.887,18.151,;
8,18.444,16.843,16.757,18.068,;
9,18.444,16.517,16.655,18.008,;
0,16.167,13.938,14.125,15.201,;
1,16.11,13.823,14.012,15.115,;
2,13.627,12.005,12.26,12.969,;
3,13.727,12.537,12.483,13.127,;
4,13.773,12.742,12.532,13.193,;
5,16.381,14.956,14.643,15.569,;
6,16.288,14.672,14.415,15.412,;
7,18.444,17.25,16.885,18.143,;
8,18.444,16.851,16.759,18.07,;
9,18.444,16.524,16.655,18.006,;
0,16.156,13.94,14.129,15.207,;
1,16.117,13.83,14.016,15.112,;
2,13.626,12.005,12.267,12.969,;
3,13.722,12.541,12.476,13.128,;
4,13.775,12.745,12.533,13.188,;
5,16.372,14.961,14.637,15.56,;
6,16.288,14.662,14.414,15.416,;
7,18.444,17.253,16.9,18.159,;
8,18.444,16.838,16.763,18.074,;
9,18.444,16.526,16.652,18.011,;
0,16.168,13.94,14.128,15.208,;
1,16.105,13.832,14.018,15.108,;
2,13.631,12.008,12.267,12.967,;
3,13.721,12.538,12.482,13.126,;
4,13.772,12.747,12.536,13.187,;
5,16.376,14.961,14.642,15.579,;
6,16.283,14.675,14.423,15.414,;
7,18.444,17.251,16.892,18.151,;
8,18.444,16.846,16.768,18.074,;
9,18.444,16.526,16.651,18.002,;
0,16.17,13.945,14.121,15.2,;
1,16.121,13.838,14.019,15.114,;
2,13.622,12.006,12.269,12.97,;
3,13.726,12.541,12.478,13.128,;
4,13.772,12.745,12.533,13.188,;
5,16.379,14.956,14.639,15.557,;
6,16.284,14.675,14.421,15.408,;
7,18.444,17.255,16.894,18.148,;
8,18.444,16.853,16.763,18.077,;
9,18.444,16.524,16.658,18.006,;
0,16.166,13.948,14.126,15.2,;
1,16.114,13.838,14.018,15.114,;
2,13.624,12.01,12.272,12.969,;
3,13.723,12.544,12.479,13.122,;
4,13.776,12.745,12.537,13.192,;
5,16.375,14.959,14.643,15.583,;
6,16.284,14.678,14.42,15.409,;
7,18.444,17.252,16.893,18.15,;
8,18.444,16.842,16.768,18.07,;
9,18.444,16.532,16.659,18.009,;
0,16.16,13.945,14.126,15.204,;
1,16.109,13.832,14.016,15.114,;
2,13.63,12.014,12.267,12.969,;
3,13.721,12.542,12.485,13.125,;
4,13.771,12.746,12.534,13.191,;
5,16.374,14.964,14.643,15.561,;
6,16.286,14.667,14.418,15.408,;
7,18.444,17.256,16.891,18.154,;
8,18.444,16.853,16.766,18.072,;
9,18.444,16.528,16.659,18.009,;
0,16.169,13.951,14.126,15.207,;
1,16.113,13.829,14.017,15.108,;
2,13.627,12.011,12.274,12.974,;
3,13.725,12.542,12.486,13.128,;
4,13.777,12.746,12.534,13.194,;
5,16.379,14.961,14.635,15.567,;
6,16.282,14.677,14.416,15.422,;
7,18.444,17.266,16.894,18.148,;
8,18.444,16.847,16.773,18.069,;
9,18.444,16.534,16.656,18.005,;
0,16.169,13.947,14.129,15.212,;
1,16.118,13.829,14.02,15.116,;
2,13.628,12.01,12.271,12.97,;
3,13.721,12.541,12.484,13.127,;
4,13.769,12.748,12.536,13.195,;
5,16.375,14.955,14.642,15.556,;
6,16.282,14.682,14.42,15.416,;
7,18.444,17.241,16.898,18.15,;
8,18.444,16.845,16.766,18.071,;
9,18.444,16.53,16.663,18.009,;
0,16.168,13.952,14.128,15.204,;
1,16.116,13.838,14.02,15.111,;
2,13.626,12.01,12.264,12.969,;
3,13.723,12.537,12.482,13.125,;
4,13.773,12.746,12.538,13.194,;
5,16.38,14.964,14.643,15.561,;
6,16.284,14.664,14.415,15.409,;
7,18.444,17.255,16.896,18.148,;
8,18.444,16.848,16.761,18.071,;
9,18.444,16.528,16.652,18.005,;
0,16.162,13.957,14.129,15.212,;
1,16.114,13.83,14.02,15.117,;
2,13.633,12.012,12.269,12.973,;
3,13.728,12.539,12.484,13.124,;
4,13.769,12.747,12.537,13.19,;
5,16.368,14.967,14.645,15.557,;
6,16.283,14.67,14.416,15.415,;
7,18.444,17.258,16.895,18.16,;
8,18.444,16.842,16.762,18.069,;
9,18.444,16.535,16.656,18.009,;
0,16.163,13.95,14.13,15.204,;
1,16.115,13.836,14.018,15.113,;
2,13.627,12.01,12.272,12.969,;
3,13.727,12.546,12.483,13.124,;
4,13.774,12.749,12.538,13.194,;
5,16.38,14.962,14.647,15.559,;
6,16.288,14.68,14.426,15.409,;
7,18.444,17.256,16.892,18.143,;
8,18.444,16.851,16.766,18.072,;
9,18.444,16.528,16.663,18.005,;
0,16.159,13.954,14.138,15.21,;
1,16.112,13.839,14.018,15.117,;
2,13.622,12.01,12.271,12.969,;
3,13.72,12.537,12.48,13.128,;
4,13.77,12.744,12.536,13.195,;
5,16.381,14.965,14.643,15.579,;
6,16.286,14.671,14.424,15.414,;
7,18.444,17.25,16.897,18.149,;
8,18.444,16.848,16.766,18.075,;
9,18.444,16.533,16.672,18.008,;
0,16.169,13.95,14.131,15.202,;
1,16.119,13.833,14.02,15.124,;
2,13.627,12.013,12.272,12.969,;
3,13.726,12.543,12.48,13.125,;
4,13.773,12.745,12.534,13.192,;
5,16.382,14.963,14.642,15.569,;
6,16.287,14.665,14.419,15.424,;
7,18.444,17.252,16.899,18.154,;
8,18.444,16.85,16.766,18.077,;
9,18.444,16.53,16.666,18.009,;
0,16.16,13.951,14.132,15.212,;
1,16.117,13.832,14.023,15.116,;
2,13.63,12.012,12.272,12.974,;
3,13.726,12.546,12.485,13.13,;
4,13.775,12.75,12.536,13.195,;
5,16.378,14.968,14.642,15.559,;
6,16.289,14.682,14.426,15.41,;
7,18.444,17.262,16.899,18.162,;
8,18.444,16.858,16.768,18.07,;
9,18.444,16.533,16.656,18.01,;
0,16.171,13.951,14.131,15.212,;
1,16.116,13.833,14.021,15.116,;
2,13.631,12.016,12.272,12.969,;
3,13.719,12.542,12.486,13.128,;
4,13.771,12.742,12.538,13.191,;
5,16.379,14.951,14.648,15.578,;
6,16.285,14.667,14.421,15.413,;
7,18.444,17.258,16.897,18.147,;
8,18.444,16.855,16.767,18.071,;
9,18.444,16.536,16.666,18.016,;
0,16.165,13.952,14.131,15.209,;
1,16.118,13.843,14.023,15.122,;
2,13.624,12.017,12.269,12.974,;
3,13.725,12.544,12.488,13.123,;
4,13.771,12.751,12.537,13.192,;
5,16.381,14.958,14.646,15.561,;
6,16.287,14.671,14.424,15.417,;
7,18.444,17.25,16.898,18.152,;
8,18.444,16.853,16.773,18.071,;
9,18.444,16.542,16.666,18.006,;
0,16.17,13.951,14.132,15.208,;
1,16.115,13.838,14.027,15.118,;
2,13.63,12.016,12.273,12.972,;
3,13.723,12.544,12.486,13.13,;
4,13.777,12.746,12.535,13.196,;
5,16.372,14.959,14.644,15.567,;
6,16.285,14.681,14.424,15.42,;
7,18.444,17.256,16.905,18.15,;
8,18.444,16.865,16.773,18.074,;
9,18.444,16.54,16.673,18.012,;
0,16.16,13.954,14.135,15.211,;
1,16.118,13.851,14.022,15.118,;
2,13.633,12.015,12.265,12.974,;
3,13.728,12.546,12.485,13.125,;
4,13.779,12.747,12.539,13.194,;
5,16.383,14.957,14.648,15.562,;
6,16.288,14.672,14.426,15.417,;
7,18.444,17.258,16.899,18.147,;
8,18.444,16.855,16.769,18.073,;
9,18.444,16.543,16.667,18.01,;
0,16.162,13.965,14.136,15.211,;
1,16.115,13.839,14.021,15.115,;
2,13.632,12.016,12.272,12.969,;
3,13.727,12.546,12.485,13.125,;
4,13.772,12.752,12.541,13.191,;
5,16.379,14.963,14.648,15.569,;
6,16.28,14.676,14.424,15.415,;
7,18.444,17.257,16.902,18.155,;
8,18.444,16.851,16.774,18.074,;
9,18.444,16.537,16.664,18.007,;
0,16.171,13.957,14.136,15.199,;
1,16.117,13.838,14.019,15.117,;
2,13.636,12.018,12.279,12.969,;
3,13.723,12.548,12.483,13.125,;
4,13.775,12.746,12.536,13.195,;
5,16.375,14.961,14.649,15.564,;
6,16.295,14.669,14.431,15.415,;
7,18.444,17.262,16.901,18.154,;
8,18.444,16.849,16.775,18.074,;
9,18.444,16.545,16.674,18.012,;
0,16.168,13.961,14.134,15.214,;
1,16.117,13.844,14.024,15.118,;
2,13.629,12.021,12.272,12.973,;
3,13.738,12.549,12.486,13.125,;
4,13.78,12.747,12.537,13.194,;
5,16.378,14.963,14.644,15.575,;
6,16.286,14.671,14.426,15.419,;
7,18.444,17.263,16.899,18.156,;
8,18.444,16.851,16.77,18.071,;
9,18.444,16.543,16.671,18.008,;
0,16.165,13.962,14.129,15.21,;
1,16.118,13.851,14.022,15.116,;
2,13.63,12.021,12.27,12.968,;
3,13.727,12.548,12.488,13.124,;
4,13.78,12.747,12.546,13.191,;
5,16.383,14.964,14.648,15.566,;
6,16.287,14.672,14.43,15.422,;
7,18.444,17.27,16.901,18.147,;
8,18.444,16.851,16.78,18.07,;
9,18.444,16.544,16.669,18.006,;
0,16.167,13.957,14.143,15.205,;
1,16.126,13.85,14.029,15.116,;
2,13.63,12.021,12.277,12.972,;
3,13.717,12.546,12.486,13.128,;
4,13.768,12.749,12.541,13.192,;
5,16.383,14.977,14.651,15.569,;
6,16.289,14.688,14.425,15.414,;
7,18.444,17.264,16.901,18.154,;
8,18.444,16.864,16.777,18.079,;
9,18.444,16.547,16.667,18.006,;
0,16.164,13.962,14.139,15.211,;
1,16.12,13.847,14.022,15.112,;
2,13.624,12.023,12.271,12.97,;
3,13.731,12.548,12.486,13.13,;
4,13.775,12.752,12.541,13.194,;
5,16.381,14.978,14.644,15.563,;
6,16.288,14.673,14.426,15.409,;
7,18.444,17.267,16.913,18.151,;
8,18.444,16.857,16.773,18.073,;
9,18.444,16.549,16.67,18.012,;
0,16.168,13.961,14.141,15.206,;
1,16.116,13.848,14.029,15.12,;
2,13.63,12.02,12.272,12.971,;
3,13.726,12.551,12.491,13.125,;
4,13.773,12.749,12.54,13.196,;
5,16.376,14.968,14.641,15.572,;
6,16.29,14.676,14.43,15.412,;
7,18.444,17.26,16.904,18.148,;
8,18.444,16.853,16.773,18.079,;
9,18.444,16.544,16.667,18.009,;
0,16.164,13.966,14.138,15.212,;
1,16.116,13.855,14.029,15.116,;
2,13.634,12.022,12.277,12.968,;
3,13.725,12.549,12.489,13.13,;
4,13.779,12.755,12.544,13.194,;
5,16.387,14.968,14.649,15.57,;
6,16.285,14.687,14.429,15.417,;
7,18.444,17.264,16.916,18.154,;
8,18.444,16.87,16.786,18.077,;
9,18.444,16.557,16.677,18.015,;
0,16.172,13.971,14.139,15.218,;
1,16.119,13.849,14.025,15.117,;
2,13.633,12.02,12.275,12.973,;
3,13.725,12.549,12.49,13.128,;
4,13.773,12.753,12.539,13.194,;
5,16.378,14.972,14.646,15.567,;
6,16.299,14.682,14.428,15.418,;
7,18.444,17.275,16.905,18.149,;
8,18.444,16.874,16.781,18.078,;
9,18.444,16.546,16.671,18.006,;
0,16.161,13.96,14.137,15.214,;
1,16.122,13.848,14.024,15.112,;
2,13.632,12.021,12.275,12.974,;
3,13.72,12.554,12.487,13.126,;
4,13.767,12.755,12.537,13.195,;
5,16.377,14.964,14.651,15.574,;
6,16.29,14.691,14.434,15.429,;
7,18.444,17.27,16.912,18.161,;
8,18.444,16.862,16.779,18.076,;
9,18.444,16.552,16.671,18.009,;
0,16.174,13.967,14.141,15.215,;
1,16.121,13.849,14.029,15.115,;
2,13.632,12.024,12.277,12.973,;
3,13.731,12.546,12.491,13.13,;
4,13.775,12.748,12.543,13.197,;
5,16.378,14.966,14.657,15.561,;
6,16.286,14.684,14.43,15.415,;
7,18.444,17.265,16.916,18.16,;
8,18.444,16.861,16.787,18.08,;
9,18.444,16.551,16.677,18.012,;
0,16.166,13.963,14.143,15.211,;
1,16.121,13.85,14.034,15.117,;
2,13.634,12.021,12.275,12.975,;
3,13.725,12.553,12.493,13.128,;
4,13.777,12.754,12.539,13.195,;
5,16.383,14.968,14.65,15.575,;
6,16.288,14.688,14.435,15.425,;
7,18.444,17.262,16.912,18.158,;
8,18.444,16.879,16.782,18.081,;
9,18.444,16.566,16.682,18.018,;
0,16.171,13.975,14.14,15.204,;
1,16.117,13.859,14.032,15.122,;
2,13.632,12.022,12.274,12.973,;
3,13.723,12.554,12.493,13.129,;
4,13.774,12.756,12.544,13.191,;
5,16.385,14.972,14.653,15.569,;
6,16.287,14.684,14.431,15.41,;
7,18.444,17.266,16.912,18.154,;
8,18.444,16.859,16.786,18.076,;
9,18.444,16.556,16.679,18.008,;
0,16.175,13.97,14.144,15.206,;
1,16.121,13.853,14.035,15.111,;
2,13.625,12.027,12.274,12.975,;
3,13.725,12.552,12.493,13.125,;
4,13.779,12.75,12.541,13.191,;
5,16.382,14.969,14.653,15.583,;
6,16.288,14.698,14.439,15.418,;
7,18.444,17.281,16.908,18.154,;
8,18.444,16.874,16.786,18.079,;
9,18.444,16.554,16.676,18.006,;
0,16.166,13.971,14.146,15.214,;
1,16.118,13.851,14.033,15.118,;
2,13.635,12.026,12.277,12.972,;
3,13.727,12.548,12.491,13.128,;
4,13.773,12.757,12.544,13.197,;
5,16.382,14.96,14.652,15.584,;
6,16.289,14.676,14.434,15.417,;
7,18.444,17.268,16.916,18.148,;
8,18.444,16.877,16.78,18.071,;
9,18.444,16.562,16.673,18.008,;
0,16.169,13.969,14.144,15.214,;
1,16.119,13.857,14.035,15.118,;
2,13.633,12.025,12.275,12.974,;
3,13.725,12.554,12.492,13.128,;
4,13.775,12.755,12.546,13.193,;
5,16.386,14.988,14.649,15.576,;
6,16.288,14.697,14.438,15.421,;
7,18.444,17.265,16.907,18.153,;
8,18.444,16.874,16.789,18.075,;
9,18.444,16.565,16.672,18.01,;
0,16.171,13.975,14.149,15.208,;
1,16.121,13.848,14.037,15.119,;
2,13.628,12.022,12.28,12.974,;
3,13.727,12.549,12.49,13.122,;
4,13.782,12.753,12.545,13.195,;
5,16.376,14.967,14.648,15.576,;
6,16.289,14.684,14.431,15.424,;
7,18.444,17.27,16.914,18.159,;
8,18.444,16.87,16.783,18.074,;
9,18.444,16.565,16.68,18.008,;
0,16.176,13.965,14.146,15.212,;
1,16.114,13.863,14.036,15.113,;
2,13.626,12.021,12.275,12.972,;
3,13.727,12.549,12.493,13.128,;
4,13.772,12.754,12.548,13.19,;
5,16.383,14.987,14.651,15.565,;
6,16.29,14.686,14.433,15.412,;
7,18.444,17.277,16.918,18.159,;
8,18.444,16.883,16.784,18.075,;
9,18.444,16.56,16.677,18.012,;
0,16.172,13.974,14.144,15.205,;
1,16.124,13.866,14.033,15.116,;
2,13.634,12.03,12.282,12.975,;
3,13.731,12.551,12.491,13.13,;
4,13.78,12.751,12.549,13.194,;
5,16.382,14.967,14.654,15.567,;
6,16.288,14.686,14.439,15.423,;
7,18.444,17.272,16.923,18.161,;
8,18.444,16.888,16.789,18.077,;
9,18.444,16.566,16.682,18.012,;
0,16.172,13.971,14.146,15.209,;
1,16.122,13.854,14.037,15.112,;
2,13.633,12.028,12.282,12.972,;
3,13.73,12.551,12.494,13.125,;
4,13.777,12.752,12.543,13.197,;
5,16.388,14.986,14.648,15.558,;
6,16.292,14.683,14.432,15.418,;
7,18.444,17.276,16.914,18.155,;
8,18.444,16.882,16.785,18.077,;
9,18.444,16.559,16.681,18.012,;
0,16.173,13.966,14.147,15.215,;
1,16.121,13.852,14.037,15.113,;
2,13.624,12.029,12.283,12.976,;
3,13.729,12.553,12.49,13.124,;
4,13.773,12.75,12.549,13.191,;
5,16.379,14.975,14.655,15.586,;
6,16.287,14.701,14.434,15.409,;
7,18.444,17.272,16.917,18.154,;
8,18.444,16.874,16.785,18.08,;
9,18.444,16.566,16.683,18.013,;
0,16.168,13.973,14.148,15.217,;
1,16.124,13.859,14.038,15.129,;
2,13.628,12.031,12.276,12.971,;
3,13.721,12.555,12.49,13.128,;
4,13.775,12.75,12.549,13.194,;
5,16.38,14.977,14.657,15.565,;
6,16.282,14.682,14.433,15.419,;
7,18.444,17.278,16.919,18.164,;
8,18.444,16.872,16.788,18.083,;
9,18.444,16.566,16.682,18.009,;
0,16.174,13.976,14.148,15.207,;
1,16.124,13.859,14.03,15.12,;
2,13.631,12.03,12.28,12.974,;
3,13.727,12.558,12.498,13.13,;
4,13.775,12.753,12.545,13.195,;
5,16.382,14.978,14.664,15.576,;
6,16.293,14.69,14.439,15.418,;
7,18.444,17.275,16.918,18.151,;
8,18.444,16.869,16.791,18.08,;
9,18.444,16.562,16.684,18.017,;
0,16.169,13.977,14.147,15.214,;
1,16.125,13.858,14.04,15.118,;
2,13.626,12.028,12.28,12.974,;
3,13.73,12.556,12.493,13.128,;
4,13.778,12.755,12.542,13.193,;
5,16.387,14.983,14.659,15.564,;
6,16.288,14.687,14.442,15.41,;
7,18.444,17.282,16.922,18.175,;
8,18.444,16.886,16.79,18.083,;
9,18.444,16.561,16.687,18.003,;
0,16.169,13.976,14.147,15.214,;
1,16.114,13.858,14.032,15.118,;
2,13.632,12.027,12.281,12.971,;
3,13.727,12.553,12.493,13.125,;
4,13.777,12.753,12.544,13.191,;
5,16.379,14.98,14.65,15.575,;
6,16.29,14.69,14.439,15.413,;
7,18.444,17.268,16.914,18.155,;
8,18.444,16.891,16.787,18.074,;
9,18.444,16.569,16.683,18.016,;
0,16.171,13.979,14.153,15.209,;
1,16.123,13.86,14.038,15.118,;
2,13.626,12.026,12.284,12.974,;
3,13.729,12.552,12.492,13.128,;
4,13.779,12.758,12.551,13.191,;
5,16.38,14.971,14.657,15.563,;
6,16.29,14.695,14.436,15.42,;
7,18.444,17.27,16.92,18.161,;
8,18.444,16.877,16.791,18.078,;
9,18.444,16.567,16.69,18.017,;
0,16.172,13.974,14.15,15.209,;
1,16.123,13.861,14.04,15.117,;
2,13.625,12.033,12.283,12.972,;
3,13.723,12.555,12.493,13.128,;
4,13.777,12.755,12.549,13.191,;
5,16.381,14.979,14.658,15.58,;
6,16.292,14.682,14.443,15.418,;
7,18.444,17.275,16.924,18.166,;
8,18.444,16.873,16.793,18.077,;
9,18.444,16.567,16.69,18.015,;
0,16.175,13.972,14.148,15.214,;
1,16.117,13.874,14.04,15.112,;
2,13.636,12.035,12.286,12.971,;
3,13.728,12.552,12.492,13.13,;
4,13.779,12.757,12.551,13.198,;
5,16.385,14.976,14.662,15.564,;
6,16.288,14.687,14.446,15.429,;
7,18.444,17.276,16.925,18.154,;
8,18.444,16.892,16.798,18.079,;
