; sensorId, category, index, temperature, humidity, pressure, gas_registance, gas_registance_log, gas_registance_diff
1,Coca-Cola,4,37.35,35.82,101323.91,788602.25,13.578017,7.665,;
1,Coca-Cola,5,37.56,35.82,101323.09,769057.44,13.552921,9.975,;
1,Coca-Cola,6,37.67,35.77,101326.98,739350.19,13.513527,9.961,;
1,Coca-Cola,7,38.12,35.72,101326.17,171123,12.050138,8.537,;
1,Coca-Cola,8,38.35,35.55,101325.16,210266.94,12.256133,10.206,;
1,Coca-Cola,9,38.52,35.37,101328.33,236653.58,12.374352,10.118,;
1,Coca-Cola,0,38.61,35.38,101328.16,255425.3,12.450686,10.074,;
1,Coca-Cola,1,38.21,35.26,101332.27,36551032,17.414221,14.964,;
1,Coca-Cola,2,37.23,35.12,101328.48,21838054,16.899164,9.485,;
1,Coca-Cola,3,36.68,35.92,101331.88,8241448.5,15.924686,9.026,;
1,Coca-Cola,4,37.27,36.09,101323.98,787692.31,13.576862,7.652,;
1,Coca-Cola,5,37.48,36.09,101323.67,780041.88,13.567102,9.99,;
1,Coca-Cola,6,37.58,36.02,101326.54,744186.06,13.520046,9.953,;
1,Coca-Cola,7,38.03,35.95,101326.6,174624.83,12.070395,8.55,;
1,Coca-Cola,8,38.28,35.79,101326.89,213288.89,12.270403,10.2,;
1,Coca-Cola,9,38.44,35.57,101327.35,237807.7,12.379218,10.109,;
1,Coca-Cola,0,38.57,35.36,101328.85,256577.3,12.455185,10.076,;
1,Coca-Cola,1,38.17,35.22,101332.72,36642996,17.416733,14.962,;
1,Coca-Cola,2,37.2,35.07,101327.97,21794480,16.897167,9.48,;
1,Coca-Cola,3,36.65,35.82,101333.07,8088867,15.905999,9.009,;
1,Coca-Cola,4,37.24,36.01,101326.3,788147,13.57744,7.671,;
1,Coca-Cola,5,37.45,35.99,101326.42,778263.38,13.56482,9.987,;
1,Coca-Cola,6,37.55,35.94,101325.61,739350.19,13.513527,9.949,;
1,Coca-Cola,7,38,35.86,101326.29,173031.42,12.061229,8.548,;
1,Coca-Cola,8,38.25,35.72,101328.09,211964.39,12.264174,10.203,;
1,Coca-Cola,9,38.41,35.47,101328.16,237146.83,12.376434,10.112,;
1,Coca-Cola,0,38.51,35.18,101326.29,256577.3,12.455185,10.081,;
1,Coca-Cola,1,38.12,35.04,101334.5,37204656,17.431944,14.977,;
1,Coca-Cola,2,37.15,34.89,101327.84,21643328,16.890207,9.458,;
1,Coca-Cola,3,36.59,35.6,101331.48,8059026,15.902304,9.012,;
1,Coca-Cola,4,37.18,35.75,101324.46,784073.5,13.572258,7.67,;
1,Coca-Cola,5,37.41,35.75,101327.34,767760.06,13.551232,9.979,;
1,Coca-Cola,6,37.51,35.67,101324.84,733787.19,13.505975,9.955,;
1,Coca-Cola,7,37.96,35.59,101327.98,172681.28,12.059203,8.553,;
1,Coca-Cola,8,38.2,35.43,101327.43,211964.39,12.264174,10.205,;
1,Coca-Cola,9,38.36,35.2,101327.21,238805.97,12.383407,10.119,;
1,Coca-Cola,0,38.49,34.99,101326,254283.58,12.446205,10.063,;
1,Coca-Cola,1,38.09,34.87,101334.7,37015532,17.426847,14.981,;
1,Coca-Cola,2,37.11,34.71,101325.4,21621906,16.889217,9.462,;
1,Coca-Cola,3,36.58,35.5,101332.02,7953398,15.88911,9,;
1,Coca-Cola,4,37.17,35.65,101325.02,770794.12,13.555177,7.666,;
1,Coca-Cola,5,37.38,35.67,101325.66,769924.81,13.554049,9.999,;
1,Coca-Cola,6,37.48,35.58,101326.83,730645.75,13.501684,9.948,;
1,Coca-Cola,7,37.93,35.52,101325.99,174624.83,12.070395,8.569,;
1,Coca-Cola,8,38.18,35.37,101327.47,213288.89,12.270403,10.2,;
1,Coca-Cola,9,38.34,35.19,101324.79,237642.14,12.378521,10.108,;
1,Coca-Cola,0,38.47,34.97,101327.48,257739.75,12.459705,10.081,;
1,Coca-Cola,1,38.07,34.82,101331.77,36581636,17.415056,14.955,;
1,Coca-Cola,2,37.1,34.68,101328.26,21494260,16.883297,9.468,;
1,Coca-Cola,3,36.55,35.38,101330.71,7890200,15.881132,8.998,;
1,Coca-Cola,4,37.15,35.54,101326.82,772101.81,13.556871,7.676,;
1,Coca-Cola,5,37.36,35.55,101325.2,758799.56,13.539493,9.983,;
1,Coca-Cola,6,37.46,35.47,101324.07,733787.19,13.505975,9.966,;
1,Coca-Cola,7,37.91,35.4,101326.28,171812.08,12.054156,8.548,;
1,Coca-Cola,8,38.16,35.24,101325.83,213022.67,12.269154,10.215,;
1,Coca-Cola,9,38.32,35.05,101326.47,237973.5,12.379914,10.111,;
1,Coca-Cola,0,38.46,34.84,101329.34,258716.53,12.463489,10.084,;
1,Coca-Cola,1,38.05,34.68,101331.82,36984200,17.426001,14.963,;
1,Coca-Cola,2,37.08,34.53,101328.22,21389034,16.878389,9.452,;
1,Coca-Cola,3,36.54,35.22,101329.55,7794481.5,15.868927,8.991,;
1,Coca-Cola,4,37.13,35.4,101326.88,771229.5,13.555741,7.687,;
1,Coca-Cola,5,37.34,35.4,101325,759643.94,13.540606,9.985,;
1,Coca-Cola,6,37.45,35.34,101327.09,725983.69,13.495283,9.955,;
1,Coca-Cola,7,37.9,35.27,101325.64,173559.33,12.064275,8.569,;
1,Coca-Cola,8,38.15,35.13,101328.44,213022.67,12.269154,10.205,;
1,Coca-Cola,9,38.3,34.95,101325.74,238973.16,12.384107,10.115,;
1,Coca-Cola,0,38.41,34.71,101327.3,259109.31,12.465005,10.074,;
1,Coca-Cola,1,38.02,34.57,101332.34,37109852,17.429394,14.964,;
1,Coca-Cola,2,37.04,34.43,101323.46,21579190,16.887239,9.458,;
1,Coca-Cola,3,36.51,35.16,101331.18,7788923,15.868213,8.981,;
1,Coca-Cola,4,37.09,35.32,101323.91,770794.12,13.555177,7.687,;
1,Coca-Cola,5,37.31,35.3,101324.14,744186.06,13.520046,9.965,;
1,Coca-Cola,6,37.41,35.26,101326.34,732999.31,13.5049,9.985,;
1,Coca-Cola,7,37.86,35.16,101323.72,170099.67,12.04414,8.539,;
1,Coca-Cola,8,38.1,35,101325.8,214360.48,12.275414,10.231,;
1,Coca-Cola,9,38.27,34.8,101327.9,240319.17,12.389723,10.114,;
1,Coca-Cola,0,38.41,34.6,101327.04,257157.2,12.457443,10.068,;
1,Coca-Cola,1,38,34.47,101329.52,37078360,17.428545,14.971,;
1,Coca-Cola,2,37.03,34.29,101325.55,21494260,16.883297,9.455,;
1,Coca-Cola,3,36.49,34.99,101331.73,7739253.5,15.861815,8.979,;
1,Coca-Cola,4,37.08,35.17,101323.63,763040.25,13.545066,7.683,;
1,Coca-Cola,5,37.29,35.16,101325.13,744186.06,13.520046,9.975,;
1,Coca-Cola,6,37.4,35.11,101326.63,725212.44,13.49422,9.974,;
1,Coca-Cola,7,37.84,35.08,101325.55,171294.75,12.051141,8.557,;
1,Coca-Cola,8,38.09,34.93,101327.8,214225.94,12.274787,10.224,;
1,Coca-Cola,9,38.25,34.76,101326.66,241168.16,12.39325,10.118,;
1,Coca-Cola,0,38.35,34.86,101323.38,258324.92,12.461973,10.074,;
1,Coca-Cola,1,37.96,34.73,101331.3,37236364,17.432796,14.971,;
1,Coca-Cola,2,36.99,34.59,101325.79,21621906,16.889217,9.456,;
1,Coca-Cola,3,36.45,35.34,101329.67,7788923,15.868213,8.979,;
1,Coca-Cola,4,37.04,35.51,101323.28,771665.44,13.556307,7.688,;
1,Coca-Cola,5,37.26,35.55,101328.2,757957.06,13.538382,9.982,;
1,Coca-Cola,6,37.36,35.48,101324.62,729085.06,13.499546,9.961,;
1,Coca-Cola,7,37.81,35.42,101324.64,171294.75,12.051141,8.552,;
1,Coca-Cola,8,38.06,35.29,101326.4,215442.88,12.280451,10.229,;
1,Coca-Cola,9,38.21,35.12,101325.59,241338.67,12.393956,10.114,;
1,Coca-Cola,0,38.34,34.91,101323.85,258129.56,12.461217,10.067,;
1,Coca-Cola,1,37.95,34.78,101330.16,37299944,17.434502,14.973,;
1,Coca-Cola,2,36.98,34.63,101322.45,21536642,16.885267,9.451,;
1,Coca-Cola,3,36.43,35.39,101327.85,7794481.5,15.868927,8.984,;
1,Coca-Cola,4,37.02,35.55,101323.5,771229.5,13.555741,7.687,;
1,Coca-Cola,5,37.24,35.55,101323.16,760490.19,13.541718,9.986,;
1,Coca-Cola,6,37.34,35.48,101323.64,729085.06,13.499546,9.958,;
1,Coca-Cola,7,37.79,35.41,101322.89,173736,12.065292,8.566,;
1,Coca-Cola,8,38.04,35.26,101325.09,212227.98,12.265416,10.2,;
1,Coca-Cola,9,38.19,35.03,101324.19,240827.84,12.391838,10.126,;
1,Coca-Cola,0,38.33,34.82,101324.01,259898.48,12.468046,10.076,;
1,Coca-Cola,1,37.94,34.71,101331.25,37751152,17.446527,14.978,;
1,Coca-Cola,2,36.97,34.56,101325.4,21431000,16.880348,9.434,;
1,Coca-Cola,3,36.42,35.47,101328.57,7783373,15.8675,8.987,;
1,Coca-Cola,4,37.01,35.67,101322.52,774291.13,13.559703,7.692,;
1,Coca-Cola,5,37.22,35.72,101322.76,748264.5,13.525512,9.966,;
1,Coca-Cola,6,37.33,35.67,101323.87,730645.75,13.501684,9.976,;
1,Coca-Cola,7,37.77,35.64,101321.93,173913.05,12.066311,8.565,;
1,Coca-Cola,8,38.02,35.48,101324.72,215442.88,12.280451,10.214,;
1,Coca-Cola,9,38.18,35.29,101325.02,241509.44,12.394664,10.114,;
1,Coca-Cola,0,38.31,35.09,101324.31,260493.52,12.470333,10.076,;
1,Coca-Cola,1,37.91,34.94,101329.06,37653548,17.443937,14.974,;
1,Coca-Cola,2,36.95,34.82,101323.9,21772758,16.89617,9.452,;
1,Coca-Cola,3,36.4,35.52,101328.46,7811204,15.87107,8.975,;
1,Coca-Cola,4,36.99,35.68,101320.79,775610.69,13.561406,7.69,;
1,Coca-Cola,5,37.2,35.68,101324,756696.81,13.536718,9.975,;
1,Coca-Cola,6,37.31,35.59,101322.3,726756.56,13.496346,9.96,;
1,Coca-Cola,7,37.76,35.5,101323.43,173736,12.065292,8.569,;
1,Coca-Cola,8,38,35.36,101321.53,217225.28,12.288691,10.223,;
1,Coca-Cola,9,38.17,35.17,101325.16,238805.97,12.383407,10.095,;
1,Coca-Cola,0,38.29,34.93,101323.35,264121.75,12.484165,10.101,;
1,Coca-Cola,1,37.9,34.8,101327.44,38213412,17.458696,14.975,;
1,Coca-Cola,2,36.94,34.62,101322.52,21751078,16.895174,9.436,;
1,Coca-Cola,3,36.39,35.4,101327.22,7867467,15.878246,8.983,;
1,Coca-Cola,4,36.98,35.55,101321.18,772976.06,13.558003,7.68,;
1,Coca-Cola,5,37.19,35.55,101325.08,763466.94,13.545625,9.988,;
1,Coca-Cola,6,37.3,35.46,101323.96,731428.56,13.502755,9.957,;
1,Coca-Cola,7,37.74,35.43,101321.43,174803.69,12.071419,8.569,;
1,Coca-Cola,8,37.99,35.26,101323.28,213288.89,12.270403,10.199,;
1,Coca-Cola,9,38.15,35.06,101334.48,244449.75,12.406765,10.136,;
1,Coca-Cola,0,38.28,34.86,101323.41,261892.58,12.47569,10.069,;
1,Coca-Cola,1,37.88,34.72,101329.35,38482676,17.465719,14.99,;
1,Coca-Cola,2,36.92,34.54,101322.73,21794480,16.897167,9.431,;
1,Coca-Cola,3,36.37,35.19,101324.21,7788923,15.868213,8.971,;
1,Coca-Cola,4,36.97,35.34,101319.8,779151.62,13.565961,7.698,;
1,Coca-Cola,5,37.18,35.34,101323.34,765178.38,13.547864,9.982,;
1,Coca-Cola,6,37.28,35.23,101320.09,730645.75,13.501684,9.954,;
1,Coca-Cola,7,37.72,35.18,101319.12,175162.5,12.073469,8.572,;
1,Coca-Cola,8,37.98,35.04,101322.16,214091.58,12.274159,10.201,;
1,Coca-Cola,9,38.14,34.8,101322.47,241851.67,12.39608,10.122,;
1,Coca-Cola,0,38.27,34.59,101321.35,262901.16,12.479533,10.083,;
1,Coca-Cola,1,37.87,34.5,101326.97,38313944,17.461325,14.982,;
1,Coca-Cola,2,36.91,34.31,101320.24,21729442,16.894178,9.433,;
1,Coca-Cola,3,36.37,34.96,101326.66,7728302,15.8604,8.966,;
1,Coca-Cola,4,36.96,35.1,101319.52,773852.25,13.559136,7.699,;
1,Coca-Cola,5,37.17,35.1,101322.05,760914,13.542275,9.983,;
1,Coca-Cola,6,37.28,35.03,101320.54,731428.56,13.502755,9.96,;
1,Coca-Cola,7,37.72,34.98,101319.18,178459.39,12.092116,8.589,;
1,Coca-Cola,8,37.97,34.79,101321.48,217225.28,12.288691,10.197,;
1,Coca-Cola,9,38.14,34.6,101322.64,240658.05,12.391132,10.102,;
1,Coca-Cola,0,38.26,34.41,101321.7,263306.75,12.481075,10.09,;
1,Coca-Cola,1,37.86,34.28,101325.85,38482676,17.465719,14.985,;
1,Coca-Cola,2,36.9,34.12,101322.01,22036314,16.908203,9.442,;
1,Coca-Cola,3,36.36,34.77,101324.78,7711932,15.858279,8.95,;
1,Coca-Cola,4,36.96,34.93,101320.2,772101.81,13.556871,7.699,;
1,Coca-Cola,5,37.17,34.94,101321.55,760066.81,13.541162,9.984,;
1,Coca-Cola,6,37.27,34.85,101320.01,724442.87,13.493158,9.952,;
1,Coca-Cola,7,37.72,34.81,101319.86,174624.83,12.070395,8.577,;
1,Coca-Cola,8,37.98,34.65,101320.72,220025.78,12.3015,10.231,;
1,Coca-Cola,9,38.13,34.46,101321.7,246925.48,12.416842,10.115,;
1,Coca-Cola,0,38.26,34.26,101321.09,266597.25,12.493494,10.077,;
1,Coca-Cola,1,37.86,34.13,101326.02,38963140,17.478127,14.985,;
1,Coca-Cola,2,36.9,33.98,101319.62,21925728,16.903172,9.425,;
1,Coca-Cola,3,36.35,34.79,101321.79,7777830.5,15.866788,8.964,;
1,Coca-Cola,4,36.95,34.98,101318.74,777377.12,13.563681,7.697,;
1,Coca-Cola,5,37.16,35,101320.94,763466.94,13.545625,9.982,;
1,Coca-Cola,6,37.27,34.95,101318.9,730645.75,13.501684,9.956,;
1,Coca-Cola,7,37.71,34.89,101317.98,174268.2,12.068351,8.567,;
1,Coca-Cola,8,37.97,34.77,101320.53,221166.31,12.30667,10.238,;
1,Coca-Cola,9,38.12,34.58,101322.37,242539.08,12.398918,10.092,;
1,Coca-Cola,0,38.26,34.37,101321.33,264121.75,12.484165,10.085,;
1,Coca-Cola,1,37.86,34.27,101325.33,39032756,17.479912,14.996,;
1,Coca-Cola,2,36.89,34.11,101319.52,21925728,16.903172,9.423,;
1,Coca-Cola,3,36.35,34.79,101322.71,7805621.5,15.870355,8.967,;
1,Coca-Cola,4,36.95,34.97,101318.65,767328.56,13.550671,7.68,;
1,Coca-Cola,5,37.15,34.99,101320.07,758799.56,13.539493,9.989,;
1,Coca-Cola,6,37.27,34.88,101320.26,729085.06,13.499546,9.96,;
1,Coca-Cola,7,37.71,34.82,101318.66,175703.5,12.076553,8.577,;
1,Coca-Cola,8,37.96,34.67,101320,216811.34,12.286783,10.21,;
1,Coca-Cola,9,38.12,34.47,101320.41,243403.84,12.402477,10.116,;
1,Coca-Cola,0,38.24,34.27,101320.21,267223.37,12.49584,10.093,;
1,Coca-Cola,1,37.83,34.13,101324.43,38859176,17.475454,14.98,;
1,Coca-Cola,2,36.88,33.97,101319.93,22014108,16.907194,9.432,;
1,Coca-Cola,3,36.35,34.65,101323.05,7761250.5,15.864654,8.957,;
1,Coca-Cola,4,36.93,34.8,101317.6,774730.5,13.56027,7.696,;
1,Coca-Cola,5,37.15,34.8,101321.57,761338.31,13.542833,9.983,;
1,Coca-Cola,6,37.24,34.72,101316.28,732999.31,13.5049,9.962,;
1,Coca-Cola,7,37.7,34.65,101317.63,175522.8,12.075524,8.571,;
1,Coca-Cola,8,37.94,34.51,101318.03,218756.67,12.295715,10.22,;
1,Coca-Cola,9,38.11,34.31,101319.38,248362.84,12.422646,10.127,;
1,Coca-Cola,0,38.24,34.13,101318.07,267014.34,12.495058,10.072,;
1,Coca-Cola,1,37.84,33.97,101324.36,39384616,17.488886,14.994,;
1,Coca-Cola,2,36.88,33.85,101320.85,21881804,16.901167,9.412,;
1,Coca-Cola,3,36.34,34.64,101322.94,7772296,15.866076,8.965,;
1,Coca-Cola,4,36.92,34.81,101315.46,773413.88,13.55857,7.692,;
1,Coca-Cola,5,37.15,34.81,101320.49,757116.44,13.537272,9.979,;
1,Coca-Cola,6,37.25,34.77,101319.35,731428.56,13.502755,9.965,;
1,Coca-Cola,7,37.69,34.73,101317.95,177162.63,12.084824,8.582,;
1,Coca-Cola,8,37.94,34.59,101316.23,218057.92,12.292516,10.208,;
1,Coca-Cola,9,38.1,34.41,101319.6,244274.81,12.406049,10.114,;
1,Coca-Cola,0,38.23,34.22,101319.41,267432.75,12.496623,10.091,;
1,Coca-Cola,1,37.84,34.09,101325.8,39102624,17.481701,14.985,;
1,Coca-Cola,2,36.87,33.95,101319.74,21925728,16.903172,9.421,;
1,Coca-Cola,3,36.33,34.67,101322.25,7766769.5,15.865365,8.962,;
1,Coca-Cola,4,36.92,34.84,101317.5,769057.44,13.552921,7.688,;
1,Coca-Cola,5,37.13,34.82,101318.16,756277.69,13.536164,9.983,;
1,Coca-Cola,6,37.24,34.76,101317.9,728307.25,13.498478,9.962,;
1,Coca-Cola,7,37.69,34.69,101319.23,177346.73,12.085862,8.587,;
1,Coca-Cola,8,37.95,34.54,101317.27,217918.7,12.291878,10.206,;
1,Coca-Cola,9,38.1,34.35,101319.01,246390.77,12.414674,10.123,;
1,Coca-Cola,0,38.23,34.13,101318.91,263306.75,12.481075,10.066,;
1,Coca-Cola,1,37.84,33.99,101324.69,39278392,17.486185,15.005,;
1,Coca-Cola,2,36.87,33.82,101318.12,22036314,16.908203,9.422,;
1,Coca-Cola,3,36.33,34.54,101321.48,7739253.5,15.861815,8.954,;
1,Coca-Cola,4,36.92,34.7,101315.8,777377.12,13.563681,7.702,;
1,Coca-Cola,5,37.14,34.7,101318.95,759221.5,13.540049,9.976,;
1,Coca-Cola,6,37.24,34.65,101317.57,733787.19,13.505975,9.966,;
1,Coca-Cola,7,37.68,34.61,101316.98,178646.2,12.093163,8.587,;
1,Coca-Cola,8,37.94,34.46,101319.03,218616.56,12.295074,10.202,;
1,Coca-Cola,9,38.1,34.28,101317.82,246035.56,12.413231,10.118,;
1,Coca-Cola,0,38.23,34.02,101318.67,264531.12,12.485714,10.046,;
1,Coca-Cola,1,37.83,33.9,101323.76,39960976,17.503414,15.018,;
1,Coca-Cola,2,36.87,33.73,101320.42,22193024,16.915289,9.412,;
1,Coca-Cola,3,36.33,34.45,101321.49,7733774,15.861108,8.946,;
1,Coca-Cola,4,36.92,34.63,101314.09,766897.56,13.550109,7.689,;
1,Coca-Cola,5,37.14,34.63,101318.5,764321.69,13.546744,9.997,;
1,Coca-Cola,6,37.24,34.56,101315.88,731428.56,13.502755,9.956,;
1,Coca-Cola,7,37.69,34.5,101318.09,176978.92,12.083786,8.581,;
1,Coca-Cola,8,37.94,34.36,101319.13,220167.7,12.302145,10.218,;
1,Coca-Cola,9,38.1,34.19,101319.44,249087.81,12.425561,10.123,;
1,Coca-Cola,0,38.23,33.98,101317.55,271042.87,12.510033,10.084,;
1,Coca-Cola,1,37.83,33.83,101322.04,40034208,17.505245,14.995,;
1,Coca-Cola,2,36.87,33.69,101320.26,22238208,16.917322,9.412,;
1,Coca-Cola,3,36.34,34.4,101323.45,7717381,15.858986,8.942,;
1,Coca-Cola,4,36.92,34.56,101318,771665.44,13.556307,7.697,;
1,Coca-Cola,5,37.14,34.56,101320.71,760066.81,13.541162,9.985,;
1,Coca-Cola,6,37.24,34.52,101317.57,725212.44,13.49422,9.953,;
1,Coca-Cola,7,37.69,34.46,101317.93,178086.95,12.090027,8.596,;
1,Coca-Cola,8,37.94,34.31,101319.29,220167.7,12.302145,10.212,;
1,Coca-Cola,9,38.1,34.13,101319.01,246390.77,12.414674,10.113,;
1,Coca-Cola,0,38.23,33.91,101320.7,268907.56,12.502123,10.087,;
1,Coca-Cola,1,37.83,33.8,101325.11,40070928,17.506161,15.004,;
1,Coca-Cola,2,36.87,33.64,101319.23,22466918,16.927555,9.421,;
1,Coca-Cola,3,36.33,34.38,101321.74,7663236.5,15.851945,8.924,;
1,Coca-Cola,4,36.92,34.54,101316.65,778263.38,13.56482,7.713,;
1,Coca-Cola,5,37.13,34.55,101318.58,761763.06,13.543391,9.979,;
1,Coca-Cola,6,37.24,34.5,101316.97,727531.06,13.497412,9.954,;
1,Coca-Cola,7,37.69,34.47,101318.35,176795.58,12.082749,8.585,;
1,Coca-Cola,8,37.94,34.31,101318.37,220737.23,12.304729,10.222,;
1,Coca-Cola,9,38.1,34.14,101316.97,246035.56,12.413231,10.109,;
1,Coca-Cola,0,38.24,33.91,101319.42,271906.53,12.513214,10.1,;
1,Coca-Cola,1,37.84,33.79,101323.43,39851628,17.500673,14.987,;
1,Coca-Cola,2,36.87,33.64,101317.88,22329132,16.921402,9.421,;
1,Coca-Cola,3,36.33,34.35,101320.12,7690213.5,15.855459,8.934,;
1,Coca-Cola,4,36.93,34.5,101316.91,764749.81,13.547304,7.692,;
1,Coca-Cola,5,37.15,34.51,101320.05,763894.06,13.546185,9.999,;
1,Coca-Cola,6,37.24,34.45,101316.46,736955.75,13.510283,9.964,;
1,Coca-Cola,7,37.69,34.39,101317.27,177346.73,12.085862,8.576,;
1,Coca-Cola,8,37.94,34.27,101317.7,219884.05,12.300856,10.215,;
1,Coca-Cola,9,38.11,34.08,101318.68,250366.75,12.430682,10.13,;
1,Coca-Cola,0,38.24,33.9,101318.41,270613.09,12.508446,10.078,;
1,Coca-Cola,1,37.84,33.76,101322.66,40107712,17.50708,14.999,;
1,Coca-Cola,2,36.88,33.62,101317.29,22103204,16.911234,9.404,;
1,Coca-Cola,3,36.34,34.41,101322.77,7711932,15.858279,8.947,;
1,Coca-Cola,4,36.93,34.58,101315.39,772976.06,13.558003,7.7,;
1,Coca-Cola,5,37.14,34.58,101318.27,749085.56,13.526608,9.969,;
1,Coca-Cola,6,37.25,34.56,101317.52,726756.56,13.496346,9.97,;
1,Coca-Cola,7,37.69,34.49,101316.25,178646.2,12.093163,8.597,;
1,Coca-Cola,8,37.95,34.34,101318.65,221309.7,12.307319,10.214,;
1,Coca-Cola,9,38.1,34.18,101320.29,246746.98,12.416119,10.109,;
1,Coca-Cola,0,38.24,33.97,101319.09,265560.16,12.489596,10.073,;
1,Coca-Cola,1,37.84,33.87,101325.29,40070928,17.506161,15.017,;
1,Coca-Cola,2,36.88,33.71,101318.31,22103204,16.911234,9.405,;
1,Coca-Cola,3,36.34,34.46,101322.18,7728302,15.8604,8.949,;
1,Coca-Cola,4,36.92,34.65,101316.13,764321.69,13.546744,7.686,;
1,Coca-Cola,5,37.14,34.65,101317.75,749085.56,13.526608,9.98,;
1,Coca-Cola,6,37.24,34.59,101316.28,729085.06,13.499546,9.973,;
1,Coca-Cola,7,37.69,34.54,101316.34,178272.98,12.091071,8.592,;
1,Coca-Cola,8,37.95,34.41,101319.23,220880.06,12.305375,10.214,;
1,Coca-Cola,9,38.11,34.21,101320.3,246390.77,12.414674,10.109,;
1,Coca-Cola,0,38.24,34.2,101320.2,264941.78,12.487266,10.057,;
1,Coca-Cola,1,37.84,34.07,101322.15,39997560,17.50433,15.017,;
1,Coca-Cola,2,36.88,33.93,101319.76,22306330,16.920382,9.416,;
1,Coca-Cola,3,36.34,34.77,101321.85,7674004.5,15.853349,8.933,;
1,Coca-Cola,4,36.93,34.95,101315.88,770794.12,13.555177,7.702,;
1,Coca-Cola,5,37.14,34.99,101318.95,759643.94,13.540606,9.985,;
1,Coca-Cola,6,37.25,34.95,101315.02,730645.75,13.501684,9.961,;
1,Coca-Cola,7,37.7,34.92,101318.47,177346.73,12.085862,8.584,;
1,Coca-Cola,8,37.95,34.81,101318.13,220167.7,12.302145,10.216,;
1,Coca-Cola,9,38.1,34.63,101317.13,245681.37,12.411791,10.11,;
1,Coca-Cola,0,38.24,34.45,101316.88,265353.72,12.488819,10.077,;
1,Coca-Cola,1,37.84,34.33,101323.52,39634716,17.495216,15.006,;
1,Coca-Cola,2,36.87,34.21,101317.38,22148022,16.91326,9.418,;
1,Coca-Cola,3,36.34,35.01,101324.13,7744741,15.862525,8.949,;
1,Coca-Cola,4,36.93,35.22,101316.41,769924.81,13.554049,7.692,;
1,Coca-Cola,5,37.14,35.23,101317.16,763466.94,13.545625,9.992,;
1,Coca-Cola,6,37.25,35.16,101315.02,725983.69,13.495283,9.95,;
1,Coca-Cola,7,37.7,35.1,101317.79,179586.11,12.09841,8.603,;
1,Coca-Cola,8,37.95,34.99,101317.88,220025.78,12.3015,10.203,;
1,Coca-Cola,9,38.11,34.79,101318.43,251473.48,12.435093,10.134,;
1,Coca-Cola,0,38.25,34.59,101320.96,268695.88,12.501335,10.066,;
1,Coca-Cola,1,37.83,34.45,101321.04,40181484,17.508917,15.008,;
1,Coca-Cola,2,36.89,34.33,101320.02,22215594,16.916306,9.407,;
1,Coca-Cola,3,36.34,35.1,101320.41,7805621.5,15.870355,8.954,;
1,Coca-Cola,4,36.93,35.28,101316.58,772976.06,13.558003,7.688,;
1,Coca-Cola,5,37.14,35.32,101318.09,760914,13.542275,9.984,;
1,Coca-Cola,6,37.26,35.26,101316.92,725983.69,13.495283,9.953,;
1,Coca-Cola,7,37.7,35.23,101316.09,177531.2,12.086902,8.592,;
1,Coca-Cola,8,37.96,35.09,101318.65,221597.06,12.308616,10.222,;
1,Coca-Cola,9,38.11,34.92,101320.64,249451.89,12.427021,10.118,;
1,Coca-Cola,0,38.25,34.73,101320.8,268273.5,12.499763,10.073,;
