; sensorId, category, index, temperature, humidity, pressure, gas_registance, gas_registance_log, gas_registance_diff
1,緑茶,0,36.89,28.91,100581.61,309927.38,12.644094,10.012,;
1,緑茶,1,36.79,28.89,100582.91,44341000,17.60742,14.963,;
1,緑茶,2,36.34,28.77,100581.92,40781580,17.523741,9.916,;
1,緑茶,3,36.14,28.87,100584.78,36859392,17.422621,9.899,;
1,緑茶,4,36.38,28.95,100579.49,2582597.75,14.764306,7.342,;
1,緑茶,5,36.5,28.96,100582,2529956.75,14.743712,9.979,;
1,緑茶,6,36.57,28.97,100581.38,2483929.75,14.725352,9.982,;
1,緑茶,7,36.67,28.96,100582.81,288207.16,12.571435,7.846,;
1,緑茶,8,36.79,28.95,100583.55,298542.28,12.606667,10.035,;
1,緑茶,9,36.85,28.91,100582.7,304128.31,12.625205,10.019,;
1,緑茶,0,36.89,28.88,100581.55,311340.84,12.648643,10.023,;
1,緑茶,1,36.79,28.84,100584.21,44521740,17.611488,14.963,;
1,緑茶,2,36.34,28.72,100582.45,40479308,17.516302,9.905,;
1,緑茶,3,36.14,28.83,100584.26,36673756,17.417572,9.901,;
1,緑茶,4,36.38,28.9,100580.52,2577721.75,14.762417,7.345,;
1,緑茶,5,36.51,28.91,100581,2527615,14.742786,9.98,;
1,緑茶,6,36.57,28.92,100582.62,2472683.25,14.720815,9.978,;
1,緑茶,7,36.67,28.91,100582.74,288207.16,12.571435,7.851,;
1,緑茶,8,36.78,28.9,100583.65,298281.38,12.605793,10.034,;
1,緑茶,9,36.85,28.88,100584.51,304671.22,12.626988,10.021,;
1,緑茶,0,36.89,28.83,100580.41,310491.22,12.645911,10.019,;
1,緑茶,1,36.79,28.8,100584.28,44703956,17.615572,14.97,;
1,緑茶,2,36.34,28.68,100582.95,40629884,17.520014,9.904,;
1,緑茶,3,36.13,28.79,100583.06,36459528,17.411713,9.892,;
1,緑茶,4,36.38,28.84,100581.57,2572864.25,14.76053,7.349,;
1,緑茶,5,36.51,28.88,100582.83,2515970.5,14.738169,9.978,;
1,緑茶,6,36.57,28.87,100581.68,2470446.25,14.71991,9.982,;
1,緑茶,7,36.67,28.85,100583.09,287478.94,12.568905,7.849,;
1,緑茶,8,36.78,28.86,100583.76,297501.44,12.603174,10.034,;
1,緑茶,9,36.84,28.82,100583.42,304943.41,12.627881,10.025,;
1,緑茶,0,36.89,28.78,100584.54,311057.09,12.647732,10.02,;
1,緑茶,1,36.79,28.76,100587.45,44567156,17.612507,14.965,;
1,緑茶,2,36.34,28.63,100581.87,40144564,17.507998,9.895,;
1,緑茶,3,36.13,28.74,100586.41,36368480,17.409212,9.901,;
1,緑茶,4,36.38,28.8,100579.98,2568025,14.758648,7.349,;
1,緑茶,5,36.5,28.85,100581.82,2509035.25,14.735409,9.977,;
